Model,Difficulty,Success Rate,Hafner Score,BALROG Avg,BALROG Best,Avg Steps,Avg Turns,Avg Reward,Unique Achievements,Avg Achievements/Traj,Avg Actions/Turn
gpt-4o-mini,easy,0.0%,0.0%,0.0%,0.0%,21.0,5.0,-0.021,0,0.00,4.2
