Model,Difficulty,Success Rate,Hafner Score,BALROG Avg,BALROG Best,Avg Steps,Avg Turns,Avg Reward,Unique Achievements,Avg Achievements/Traj,Avg Actions/Turn
gpt-4o-mini,easy,100.0%,0.2%,4.5%,4.5%,41.0,5.0,-0.041,1,1.00,8.2
